period,candidate,L1,share_smooth,period_end
2024-09-09/2024-09-15,柯文哲,L1-01,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,柯文哲,L1-03,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,柯文哲,L1-06,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,柯文哲,L1-07,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,赖清德,L1-01,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,赖清德,L1-03,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,赖清德,L1-06,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,赖清德,L1-07,0.0,2024-09-09/2024-09-15
2024-09-16/2024-09-22,柯文哲,L1-01,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,柯文哲,L1-03,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,柯文哲,L1-06,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,柯文哲,L1-07,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,赖清德,L1-01,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,赖清德,L1-03,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,赖清德,L1-06,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,赖清德,L1-07,0.0,2024-09-16/2024-09-22
2024-09-23/2024-09-29,柯文哲,L1-01,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,柯文哲,L1-03,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,柯文哲,L1-06,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,柯文哲,L1-07,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,赖清德,L1-01,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,赖清德,L1-03,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,赖清德,L1-06,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,赖清德,L1-07,0.0,2024-09-23/2024-09-29
2024-09-30/2024-10-06,柯文哲,L1-01,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,柯文哲,L1-03,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,柯文哲,L1-06,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,柯文哲,L1-07,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,赖清德,L1-01,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,赖清德,L1-03,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,赖清德,L1-06,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,赖清德,L1-07,0.0,2024-09-30/2024-10-06
2024-10-07/2024-10-13,柯文哲,L1-01,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,柯文哲,L1-03,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,柯文哲,L1-06,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,柯文哲,L1-07,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,赖清德,L1-01,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,赖清德,L1-03,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,赖清德,L1-06,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,赖清德,L1-07,0.0,2024-10-07/2024-10-13
2024-10-14/2024-10-20,柯文哲,L1-01,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,柯文哲,L1-03,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,柯文哲,L1-06,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,柯文哲,L1-07,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,赖清德,L1-01,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,赖清德,L1-03,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,赖清德,L1-06,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,赖清德,L1-07,0.0,2024-10-14/2024-10-20
2024-10-21/2024-10-27,柯文哲,L1-01,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,柯文哲,L1-03,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,柯文哲,L1-06,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,柯文哲,L1-07,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,赖清德,L1-01,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,赖清德,L1-03,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,赖清德,L1-06,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,赖清德,L1-07,0.0,2024-10-21/2024-10-27
2024-10-28/2024-11-03,柯文哲,L1-01,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,柯文哲,L1-03,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,柯文哲,L1-06,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,柯文哲,L1-07,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,赖清德,L1-01,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,赖清德,L1-03,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,赖清德,L1-06,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,赖清德,L1-07,0.0,2024-10-28/2024-11-03
2024-11-04/2024-11-10,柯文哲,L1-01,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,柯文哲,L1-03,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,柯文哲,L1-06,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,柯文哲,L1-07,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,赖清德,L1-01,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,赖清德,L1-03,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,赖清德,L1-06,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,赖清德,L1-07,0.0,2024-11-04/2024-11-10
2024-11-11/2024-11-17,柯文哲,L1-01,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,柯文哲,L1-03,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,柯文哲,L1-06,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,柯文哲,L1-07,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,赖清德,L1-01,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,赖清德,L1-03,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,赖清德,L1-06,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,赖清德,L1-07,0.0,2024-11-11/2024-11-17
2024-11-18/2024-11-24,柯文哲,L1-01,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,柯文哲,L1-03,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,柯文哲,L1-06,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,柯文哲,L1-07,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,赖清德,L1-01,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,赖清德,L1-03,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,赖清德,L1-06,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,赖清德,L1-07,0.0,2024-11-18/2024-11-24
2024-11-25/2024-12-01,柯文哲,L1-01,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,柯文哲,L1-03,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,柯文哲,L1-06,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,柯文哲,L1-07,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,赖清德,L1-01,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,赖清德,L1-03,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,赖清德,L1-06,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,赖清德,L1-07,0.0,2024-11-25/2024-12-01
2024-12-02/2024-12-08,柯文哲,L1-01,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,柯文哲,L1-03,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,柯文哲,L1-06,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,柯文哲,L1-07,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,赖清德,L1-01,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,赖清德,L1-03,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,赖清德,L1-06,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,赖清德,L1-07,0.0,2024-12-02/2024-12-08
2024-12-09/2024-12-15,柯文哲,L1-01,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,柯文哲,L1-03,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,柯文哲,L1-06,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,柯文哲,L1-07,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,赖清德,L1-01,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,赖清德,L1-03,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,赖清德,L1-06,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,赖清德,L1-07,0.0,2024-12-09/2024-12-15
2024-12-16/2024-12-22,柯文哲,L1-01,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,柯文哲,L1-03,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,柯文哲,L1-06,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,柯文哲,L1-07,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,赖清德,L1-01,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,赖清德,L1-03,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,赖清德,L1-06,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,赖清德,L1-07,0.0,2024-12-16/2024-12-22
2024-12-23/2024-12-29,柯文哲,L1-01,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,柯文哲,L1-03,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,柯文哲,L1-06,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,柯文哲,L1-07,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,赖清德,L1-01,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,赖清德,L1-03,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,赖清德,L1-06,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,赖清德,L1-07,0.0,2024-12-23/2024-12-29
2024-12-30/2025-01-05,柯文哲,L1-01,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,柯文哲,L1-03,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,柯文哲,L1-06,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,柯文哲,L1-07,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,赖清德,L1-01,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,赖清德,L1-03,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,赖清德,L1-06,0.014285714285714285,2024-12-30/2025-01-05
2024-12-30/2025-01-05,赖清德,L1-07,0.014285714285714285,2024-12-30/2025-01-05
2025-01-06/2025-01-12,柯文哲,L1-01,0.0,2025-01-06/2025-01-12
2025-01-06/2025-01-12,柯文哲,L1-03,0.0,2025-01-06/2025-01-12
2025-01-06/2025-01-12,柯文哲,L1-06,0.0,2025-01-06/2025-01-12
2025-01-06/2025-01-12,柯文哲,L1-07,0.0,2025-01-06/2025-01-12
2025-01-13/2025-01-19,柯文哲,L1-01,0.0,2025-01-13/2025-01-19
2025-01-13/2025-01-19,柯文哲,L1-03,0.0,2025-01-13/2025-01-19
2025-01-13/2025-01-19,柯文哲,L1-06,0.0,2025-01-13/2025-01-19
2025-01-13/2025-01-19,柯文哲,L1-07,0.0,2025-01-13/2025-01-19
2025-01-20/2025-01-26,柯文哲,L1-01,0.0,2025-01-20/2025-01-26
2025-01-20/2025-01-26,柯文哲,L1-03,0.0,2025-01-20/2025-01-26
2025-01-20/2025-01-26,柯文哲,L1-06,0.0,2025-01-20/2025-01-26
2025-01-20/2025-01-26,柯文哲,L1-07,0.0,2025-01-20/2025-01-26
2025-01-27/2025-02-02,柯文哲,L1-01,0.0,2025-01-27/2025-02-02
2025-01-27/2025-02-02,柯文哲,L1-03,0.0,2025-01-27/2025-02-02
2025-01-27/2025-02-02,柯文哲,L1-06,0.0,2025-01-27/2025-02-02
2025-01-27/2025-02-02,柯文哲,L1-07,0.0,2025-01-27/2025-02-02
2025-02-03/2025-02-09,柯文哲,L1-01,0.0,2025-02-03/2025-02-09
2025-02-03/2025-02-09,柯文哲,L1-03,0.0,2025-02-03/2025-02-09
2025-02-03/2025-02-09,柯文哲,L1-06,0.0,2025-02-03/2025-02-09
2025-02-03/2025-02-09,柯文哲,L1-07,0.0,2025-02-03/2025-02-09
2025-02-10/2025-02-16,柯文哲,L1-01,0.0,2025-02-10/2025-02-16
2025-02-10/2025-02-16,柯文哲,L1-03,0.0,2025-02-10/2025-02-16
2025-02-10/2025-02-16,柯文哲,L1-06,0.0,2025-02-10/2025-02-16
2025-02-10/2025-02-16,柯文哲,L1-07,0.0,2025-02-10/2025-02-16
2025-02-17/2025-02-23,柯文哲,L1-01,0.0,2025-02-17/2025-02-23
2025-02-17/2025-02-23,柯文哲,L1-03,0.0,2025-02-17/2025-02-23
2025-02-17/2025-02-23,柯文哲,L1-06,0.0,2025-02-17/2025-02-23
2025-02-17/2025-02-23,柯文哲,L1-07,0.0,2025-02-17/2025-02-23
2025-02-24/2025-03-02,柯文哲,L1-01,0.0,2025-02-24/2025-03-02
2025-02-24/2025-03-02,柯文哲,L1-03,0.0,2025-02-24/2025-03-02
2025-02-24/2025-03-02,柯文哲,L1-06,0.0,2025-02-24/2025-03-02
2025-02-24/2025-03-02,柯文哲,L1-07,0.0,2025-02-24/2025-03-02
2025-03-03/2025-03-09,柯文哲,L1-01,0.0,2025-03-03/2025-03-09
2025-03-03/2025-03-09,柯文哲,L1-03,0.0,2025-03-03/2025-03-09
2025-03-03/2025-03-09,柯文哲,L1-06,0.0,2025-03-03/2025-03-09
2025-03-03/2025-03-09,柯文哲,L1-07,0.0,2025-03-03/2025-03-09
2025-03-10/2025-03-16,柯文哲,L1-01,0.0,2025-03-10/2025-03-16
2025-03-10/2025-03-16,柯文哲,L1-03,0.0,2025-03-10/2025-03-16
2025-03-10/2025-03-16,柯文哲,L1-06,0.0,2025-03-10/2025-03-16
2025-03-10/2025-03-16,柯文哲,L1-07,0.0,2025-03-10/2025-03-16
2025-03-17/2025-03-23,柯文哲,L1-01,0.0,2025-03-17/2025-03-23
2025-03-17/2025-03-23,柯文哲,L1-03,0.0,2025-03-17/2025-03-23
2025-03-17/2025-03-23,柯文哲,L1-06,0.0,2025-03-17/2025-03-23
2025-03-17/2025-03-23,柯文哲,L1-07,0.0,2025-03-17/2025-03-23
2025-03-24/2025-03-30,柯文哲,L1-01,0.0,2025-03-24/2025-03-30
2025-03-24/2025-03-30,柯文哲,L1-03,0.0,2025-03-24/2025-03-30
2025-03-24/2025-03-30,柯文哲,L1-06,0.0,2025-03-24/2025-03-30
2025-03-24/2025-03-30,柯文哲,L1-07,0.0,2025-03-24/2025-03-30
2025-03-31/2025-04-06,柯文哲,L1-01,0.0,2025-03-31/2025-04-06
2025-03-31/2025-04-06,柯文哲,L1-03,0.0,2025-03-31/2025-04-06
2025-03-31/2025-04-06,柯文哲,L1-06,0.0,2025-03-31/2025-04-06
2025-03-31/2025-04-06,柯文哲,L1-07,0.0,2025-03-31/2025-04-06
2025-04-07/2025-04-13,柯文哲,L1-01,0.0,2025-04-07/2025-04-13
2025-04-07/2025-04-13,柯文哲,L1-03,0.0,2025-04-07/2025-04-13
2025-04-07/2025-04-13,柯文哲,L1-06,0.0,2025-04-07/2025-04-13
2025-04-07/2025-04-13,柯文哲,L1-07,0.0,2025-04-07/2025-04-13
2025-04-14/2025-04-20,柯文哲,L1-01,0.0,2025-04-14/2025-04-20
2025-04-14/2025-04-20,柯文哲,L1-03,0.0,2025-04-14/2025-04-20
2025-04-14/2025-04-20,柯文哲,L1-06,0.0,2025-04-14/2025-04-20
2025-04-14/2025-04-20,柯文哲,L1-07,0.0,2025-04-14/2025-04-20
2025-04-21/2025-04-27,柯文哲,L1-01,0.0,2025-04-21/2025-04-27
2025-04-21/2025-04-27,柯文哲,L1-03,0.0,2025-04-21/2025-04-27
2025-04-21/2025-04-27,柯文哲,L1-06,0.0,2025-04-21/2025-04-27
2025-04-21/2025-04-27,柯文哲,L1-07,0.0,2025-04-21/2025-04-27
2025-04-28/2025-05-04,柯文哲,L1-01,0.0,2025-04-28/2025-05-04
2025-04-28/2025-05-04,柯文哲,L1-03,0.0,2025-04-28/2025-05-04
2025-04-28/2025-05-04,柯文哲,L1-06,0.0,2025-04-28/2025-05-04
2025-04-28/2025-05-04,柯文哲,L1-07,0.0,2025-04-28/2025-05-04
2025-05-05/2025-05-11,柯文哲,L1-01,0.0,2025-05-05/2025-05-11
2025-05-05/2025-05-11,柯文哲,L1-03,0.0,2025-05-05/2025-05-11
2025-05-05/2025-05-11,柯文哲,L1-06,0.0,2025-05-05/2025-05-11
2025-05-05/2025-05-11,柯文哲,L1-07,0.0,2025-05-05/2025-05-11
2025-05-12/2025-05-18,柯文哲,L1-01,0.0,2025-05-12/2025-05-18
2025-05-12/2025-05-18,柯文哲,L1-03,0.0,2025-05-12/2025-05-18
2025-05-12/2025-05-18,柯文哲,L1-06,0.0,2025-05-12/2025-05-18
2025-05-12/2025-05-18,柯文哲,L1-07,0.0,2025-05-12/2025-05-18
2025-05-19/2025-05-25,柯文哲,L1-01,0.0,2025-05-19/2025-05-25
2025-05-19/2025-05-25,柯文哲,L1-03,0.038961038961039016,2025-05-19/2025-05-25
2025-05-19/2025-05-25,柯文哲,L1-06,0.07792207792207795,2025-05-19/2025-05-25
2025-05-19/2025-05-25,柯文哲,L1-07,0.012987012987012988,2025-05-19/2025-05-25
